Libdep;Libepci;Libreg;P16 Pop;SCORE GLOBAL departement 1;SCORE GLOBAL epci 1;SCORE GLOBAL region 1;Calcul 1;Code Iris;COM;DEP;Epci;Geo Point;Geo Shape;Grd Quart;Insee Com;Insee Dep;Insee Reg;Iris;Libiris;Nom Com;Nom Dep;Nom Iris;Nom Reg;Part des chômeurs (15 – 64 ans);REG;Services publics / individu;Taux de couverture HD / THD (DSL, câble, FttH);Taux de couverture HD / THD (DSL, câble, FttH) 1;Taux de couverture mobile (2G);Taux de pauvreté;Type Iris;4E Trimestre 2016 Données Communales;ACCES A L'INFORMATION departement;ACCES A L'INFORMATION departement 1;ACCES A L'INFORMATION departement*  ;ACCES A L'INFORMATION epci;ACCES A L'INFORMATION epci * ;ACCES A L'INFORMATION epci 1;ACCES A L'INFORMATION region;ACCES A L'INFORMATION region * ;ACCES A L'INFORMATION region 1;ACCÈS AUX INTERFACES NUMERIQUES departement;ACCÈS AUX INTERFACES NUMERIQUES departement *  ;ACCÈS AUX INTERFACES NUMERIQUES departement 1;ACCÈS AUX INTERFACES NUMERIQUES epci;ACCÈS AUX INTERFACES NUMERIQUES epci *  ;ACCÈS AUX INTERFACES NUMERIQUES epci 1;ACCÈS AUX INTERFACES NUMERIQUES region;ACCÈS AUX INTERFACES NUMERIQUES region *  ;ACCÈS AUX INTERFACES NUMERIQUES region 1;C16 Fam;C16 Fammono;C16 Men;C16 Menpseul;CM Part des familles departement;CM Part des familles EPCI;CM Part des familles region;CM Part des ménages departement;CM Part des ménages EPCI;CM Part des ménages region;CM Part des non ou peu diplômés departement;CM Part des non ou peu diplômés EPCI;CM Part des non ou peu diplômés region;CM Part des personnes âgées de 15 – 29 ans departement;CM Part des personnes âgées de 15 – 29 ans EPCI;CM Part des personnes âgées de 15 – 29 ans region;CM Part des personnes âgées de 65 departement;CM Part des personnes âgées de 65 EPCI;CM Part des personnes âgées de 65 region;CM revenue median departement;CM revenue median EPCI;CM revenue median region;COMPETENCES ADMINISTATIVES departement;COMPETENCES ADMINISTATIVES departement  *;COMPETENCES ADMINISTATIVES departement 1;COMPETENCES ADMINISTATIVES epci;COMPETENCES ADMINISTATIVES epci  * ;COMPETENCES ADMINISTATIVES epci 1;COMPETENCES ADMINISTATIVES region;COMPETENCES ADMINISTATIVES region * ;COMPETENCES ADMINISTATIVES region 1;COMPÉTENCES NUMÉRIQUES / SCOLAIRES departement;COMPÉTENCES NUMÉRIQUES / SCOLAIRES departement * ;COMPÉTENCES NUMÉRIQUES / SCOLAIRES departement 1;COMPÉTENCES NUMÉRIQUES / SCOLAIRES epci;COMPÉTENCES NUMÉRIQUES / SCOLAIRES epci * ;COMPÉTENCES NUMÉRIQUES / SCOLAIRES epci 1;COMPÉTENCES NUMÉRIQUES / SCOLAIRES region;COMPÉTENCES NUMÉRIQUES / SCOLAIRES region * ;COMPÉTENCES NUMÉRIQUES / SCOLAIRES region 1;Dec Med15;F27;F29;GLOBAL ACCES departement;GLOBAL ACCES departement  *;GLOBAL ACCES departement 1;GLOBAL ACCES epci;GLOBAL ACCES epci *;GLOBAL ACCES epci 1;GLOBAL ACCES region;GLOBAL ACCES region * ;GLOBAL ACCES region 1;GLOBAL COMPETENCES  departement;GLOBAL COMPETENCES  departement  * ;GLOBAL COMPETENCES  departement 1;GLOBAL COMPETENCES epci;GLOBAL COMPETENCES epci *;GLOBAL COMPETENCES epci 1;GLOBAL COMPETENCES region;GLOBAL COMPETENCES region *  ;GLOBAL COMPETENCES region 1;Géométrie;MED15 données communales;Nombre d'enregistrements;P16 Nscol15P;P16 Nscol15P Diplmin;P16 Pop Imm;P16 Pop1529;P16 Pop65P;Part des familles monoparentales;Part des ménages d'une personne;Part des non ou peu diplômés dans la population non scolarisée de 15 ans ou plus;Part des personnes âgées de 15 – 29 ans;Part des personnes âgées de 65 ans / +;Revenus médian disponible (si communale);Revenus médian disponible (si infra-communale);SCORE GLOBAL departement;SCORE GLOBAL departement *;SCORE GLOBAL epci;SCORE GLOBAL epci * ;SCORE GLOBAL region;SCORE GLOBAL region * ;SEUILS Part des familles departement;SEUILS Part des familles EPCI;SEUILS Part des familles region;SEUILS Part des ménages departement;SEUILS Part des ménages EPCI;SEUILS Part des ménages region;SEUILS Part des non ou peu diplômés departement;SEUILS Part des non ou peu diplômés EPCI;SEUILS Part des non ou peu diplômés region;SEUILS Part des personnes âgées de 15 – 29 ans departement;SEUILS Part des personnes âgées de 15 – 29 ans EPCI;SEUILS Part des personnes âgées de 15 – 29 ans region;SEUILS Part des personnes âgées de 65 departement;SEUILS Part des personnes âgées de 65 EPCI;SEUILS Part des personnes âgées de 65 region;SEUILS revenue median departement;SEUILS revenue median EPCI;SEUILS revenue median region
PAS DE CALAIS;CU d'Arras;HAUTS DE FRANCE;4376,176519031;138,150840829;127,207258348;134,07185342;Non;620410801;62041;62;200033579;50.2903189814, 2.77569752972;"{""type"": ""Polygon"", ""coordinates"": [[[2.781465713681077, 50.28776338318335], [2.781427856441028, 50.28776780540516], [2.781329754437182, 50.287768529256354], [2.781231683491676, 50.28776207011727], [2.781123829953248, 50.28774930843062], [2.781030048771281, 50.287723103587886], [2.780349013013709, 50.28738878149645], [2.780305698554888, 50.287359074535274], [2.780280551517846, 50.28734107227682], [2.780224714349576, 50.287290691914166], [2.78018570564107, 50.28723764792359], [2.780160734279433, 50.28717924172691], [2.780141430941642, 50.287106479683935], [2.78013464254023, 50.28705618675357], [2.780130578870967, 50.28702385611775], [2.780139186158237, 50.28697808000684], [2.780066376859907, 50.28696358414614], [2.780043946981935, 50.286965339860856], [2.778113546641571, 50.287121700704695], [2.777945317543929, 50.28713576366176], [2.777806541086794, 50.287144492261305], [2.775102301099009, 50.28735777002292], [2.771589922231206, 50.287771514406664], [2.771379545670027, 50.287807937057494], [2.771049594424257, 50.28794469883721], [2.770498809483074, 50.288259724970594], [2.769927062500928, 50.288868312917906], [2.769413736977073, 50.2895703854388], [2.76926847840156, 50.28976944050457], [2.76896093927967, 50.290211513609044], [2.768914362692819, 50.29028325575359], [2.768866462444896, 50.290337935896495], [2.768911215224606, 50.29035867078027], [2.768779345462953, 50.29100039890901], [2.769567939071971, 50.293868760557416], [2.76962915018618, 50.29396943571487], [2.769668709033389, 50.293900374134324], [2.76986192932387, 50.293635865180086], [2.769867560087687, 50.29363048850843], [2.770012394678179, 50.2935266065915], [2.771564088758197, 50.292561593856725], [2.772065607359711, 50.292613700630085], [2.772297769187804, 50.292723669289714], [2.773140911860353, 50.29316787135329], [2.77535517712605, 50.293213677509435], [2.778165691551709, 50.292967365656985], [2.780447426267192, 50.29280579503058], [2.780687157950965, 50.292790509181756], [2.780942310323089, 50.29277435240873], [2.781177835146229, 50.292759507061255], [2.781708902593711, 50.29278738466887], [2.782427541636676, 50.292870360968834], [2.78241664597551, 50.29279671683218], [2.782397572851321, 50.29266918635997], [2.782064256041159, 50.29098420099766], [2.78173524711784, 50.28928036320337], [2.781723114505373, 50.28916900594647], [2.781611138273554, 50.2884873245532], [2.78147532957663, 50.28780829377773], [2.781465713681077, 50.28776338318335]]]}";6204108;62041;62;32;620410801;Hyper Centre;Arras;PAS-DE-CALAIS;Hyper Centre;HAUTS-DE-FRANCE;;32;;;;;;Iris d'habitat;4995;364,456709466;182,228354733;;311,343653076;;155,671826538;349,998318206;174;174,999159103;98,722127945;;98,722127945;87,956259559;;87,956259559;94,131282267;94;94,131282267;899,404937253;228,41610459;2583,856135552;1617,983449889;160,065331452;143,536972995;156,253631463;204,391378014;167,80668008;193,744686742;61,394910675;77,032127108;63,312458372;197,100635434;182,809715991;185,994502607;107,230661452;104,101794356;110,994559068;98,722127945;87,956259559;94,131282267;197,100635434;;197,100635434;182,809715991;;182,809715991;185,994502607;185;185,994502607;168,625572126;;84,312786063;181,133921464;;90,566960732;174,30701744;87;87,15350872;22141;;;463,178837412;;154,392945804;399,299912635;;133,099970878;444,129600473;148;148,043200158;365,726207561;;121,908735854;363,943637455;;121,314545818;360,301520047;120;120,100506682;Polygon;17868;1;3215,430461354;686,510749785;255,130351419;1524,143070476;820,321403304;0,253963588;0,626189449;0,213505084;0,348281899;0,187451626;17868;22141;828,905044972;;763,24355009;;804,43112052;134;0,158662457;0,176932523;0,162532919;0,30636784;0,373161217;0,323203418;0,347756974;0,277163687;0,337224441;0,176702576;0,190516077;0,187253868;0,174811591;0,180065701;0,168883617;18099,285714286;20314,642857143;18982
PAS DE CALAIS;CU d'Arras;HAUTS DE FRANCE;3546,531939381;110,965203656;106,464110567;108,672953127;Non;620411101;62041;62;200033579;50.2759725477, 2.78314384856;"{""type"": ""Polygon"", ""coordinates"": [[[2.784179529352923, 50.27183527492709], [2.784155330066234, 50.27192502155587], [2.783442839225852, 50.27440284190132], [2.782900735714512, 50.27568586545277], [2.781799284094751, 50.27833267772453], [2.781593289318898, 50.27833859795248], [2.781146962348847, 50.278190553305016], [2.780671307614713, 50.278020905619556], [2.780495041554183, 50.27795684206004], [2.779987356615221, 50.27774313833411], [2.778549673195809, 50.27713000205298], [2.778100823451615, 50.27692268120081], [2.777423177172855, 50.276492270168404], [2.77708643624947, 50.27628245422995], [2.775873588672666, 50.27553680480812], [2.774998882859512, 50.275004559761584], [2.774846456267593, 50.27493963347191], [2.774713488792998, 50.27490976015567], [2.774694035930439, 50.27518806944897], [2.77468356091598, 50.27533799732197], [2.774634039053087, 50.27607596892591], [2.774627954872192, 50.27618370403828], [2.774609658182001, 50.27651678593219], [2.774600419758805, 50.27670352906168], [2.774595740528411, 50.276810368766434], [2.774564114469491, 50.277619304408475], [2.774560836201067, 50.277726146542356], [2.774567614891677, 50.278091597395026], [2.774670286627903, 50.27894836502139], [2.774686504795756, 50.27908217906824], [2.774547835793166, 50.27970056569278], [2.773614240709951, 50.280103798275505], [2.772662467587717, 50.28049531761559], [2.772825952445888, 50.2805970795568], [2.77304124229269, 50.28070791548873], [2.773245428031148, 50.280795385722016], [2.774749898496065, 50.281523631348804], [2.776842963839173, 50.282564488616266], [2.778565485687884, 50.28344212785988], [2.778670334374431, 50.283498882416936], [2.778807369671537, 50.283565571293074], [2.778979425740298, 50.283635016452635], [2.779050801202383, 50.28365579559166], [2.779171378570267, 50.28364074782479], [2.779280765155764, 50.283621190516854], [2.779369175431889, 50.283591718921976], [2.779437987183324, 50.28355772280674], [2.779536358830367, 50.283493251747224], [2.779567367007444, 50.28345200491022], [2.779637935580781, 50.28333630507373], [2.779813175102318, 50.28299632307983], [2.779926295984851, 50.28276217926752], [2.779991359246699, 50.28262312448357], [2.780383183207879, 50.28177712467633], [2.780501794580759, 50.281568130340695], [2.780610495181711, 50.28138246303664], [2.781068741007676, 50.28072513261974], [2.782429509665074, 50.280681750854534], [2.784604974310442, 50.28082833548128], [2.785469295590272, 50.280221978724974], [2.784690332661651, 50.279867753189414], [2.784481957936651, 50.279773111467755], [2.785983797010902, 50.277179053924364], [2.787914348776242, 50.27421577843959], [2.789363796769405, 50.27301958449247], [2.79297801965257, 50.270711847951524], [2.794747440187678, 50.27001265715666], [2.795118935981382, 50.2699504230613], [2.792977070163707, 50.268889124617054], [2.788491891045023, 50.268106623250034], [2.788238414698984, 50.26808733201644], [2.787924966328126, 50.26833910119818], [2.787681705294344, 50.2685559726129], [2.787535174243287, 50.26875595036178], [2.787489969208027, 50.268845661779196], [2.78745441557374, 50.26897220346175], [2.784205144826624, 50.271741939201746], [2.784179529352923, 50.27183527492709]]]}";6204111;62041;62;32;620411101;Jean Jaures Cheminots;Arras;PAS-DE-CALAIS;Jean Jaures Cheminots;HAUTS-DE-FRANCE;;32;;;;;;Iris d'habitat;4995;244,018877437;122,009438718;;210,532704192;;105,266352096;235,113204307;117;117,556602153;98,722127945;;98,722127945;87,956259559;;87,956259559;94,131282267;94;94,131282267;962,225992159;205,450022716;1496,224332392;501,698708625;134,572070444;120,676148083;131,367451713;109,446806993;89,85655611;103,745752594;112,582164334;141,25671815;116,098443902;122,045689924;113,196681805;115,168717456;88,422362299;85,842299692;91,526070829;98,722127945;87,956259559;94,131282267;122,045689924;;122,045689924;113,196681805;;113,196681805;115,168717456;115;115,168717456;201,004526632;;100,502263316;227,099017842;;113,549508921;207,624514731;103;103,812257366;15380;;;342,741005382;;114,247001794;298,488963752;;99,496321251;329,244486574;109;109,748162191;323,050216556;;107,683405519;340,295699647;;113,431899882;322,793232187;107;107,597744062;Polygon;17868;1;2461,795670652;963,823354627;94,346642947;764,837550845;548,196445563;0,213515353;0,335309818;0,391512328;0,215657878;0,154572539;17868;15380;665,791221938;;638,784663399;;652,037718761;108;0,158662457;0,176932523;0,162532919;0,30636784;0,373161217;0,323203418;0,347756974;0,277163687;0,337224441;0,176702576;0,190516077;0,187253868;0,174811591;0,180065701;0,168883617;18099,285714286;20314,642857143;18982
PAS DE CALAIS;CU d'Arras;HAUTS DE FRANCE;3454,815111596;124,541991805;114,893145453;121,035524525;Non;620410701;62041;62;200033579;50.2961838884, 2.77579594741;"{""type"": ""Polygon"", ""coordinates"": [[[2.779111932247162, 50.298540742703594], [2.78004157969245, 50.29814644960949], [2.781337959876469, 50.2981909552889], [2.7814080172419, 50.29819736454413], [2.781469559740637, 50.29822800083415], [2.781487739063308, 50.29823790949895], [2.781623206982546, 50.29835307537863], [2.783090358430465, 50.29754979998204], [2.783713635849221, 50.29660054872155], [2.783713889240386, 50.2965412904023], [2.783663011457953, 50.29631134890133], [2.782626580059624, 50.29286622282072], [2.782427541636676, 50.292870360968834], [2.781708902593711, 50.29278738466887], [2.781177835146229, 50.292759507061255], [2.780942310323089, 50.29277435240873], [2.780687157950965, 50.292790509181756], [2.780447426267192, 50.29280579503058], [2.778165691551709, 50.292967365656985], [2.77535517712605, 50.293213677509435], [2.773140911860353, 50.29316787135329], [2.772297769187804, 50.292723669289714], [2.772065607359711, 50.292613700630085], [2.771564088758197, 50.292561593856725], [2.770012394678179, 50.2935266065915], [2.769867560087687, 50.29363048850843], [2.76986192932387, 50.293635865180086], [2.769668709033389, 50.293900374134324], [2.76962915018618, 50.29396943571487], [2.76972232392988, 50.29413032740112], [2.769966244397676, 50.29442887346843], [2.76916233113314, 50.29736786650825], [2.767556442518885, 50.29910310298316], [2.767555032551162, 50.29910489603951], [2.769089332628143, 50.29954144453895], [2.769943651235383, 50.29970465603175], [2.770106088897193, 50.29974087332757], [2.7703146535364, 50.299805907767215], [2.770441950592452, 50.29986360769172], [2.770539738120976, 50.29993741397066], [2.770603884163982, 50.30001115756822], [2.770777238041756, 50.30042269807404], [2.770795257371877, 50.30046762436374], [2.771122032437864, 50.30043141939999], [2.774700899739257, 50.29907051133968], [2.778259463221779, 50.29923235816589], [2.779111932247162, 50.298540742703594]]]}";6204107;62041;62;32;620410701;Meaulens St-Gery;Arras;PAS-DE-CALAIS;Meaulens St-Gery;HAUTS-DE-FRANCE;;32;;;;;;Iris d'habitat;4995;359,401152069;179,700576034;;308,331965247;;154,165982624;345,631353212;172;172,815676606;98,722127945;;98,722127945;87,956259559;;87,956259559;94,131282267;94;94,131282267;808,018937653;224,487823728;1915,04866763;1081,286188681;175,104406398;157,023111904;170,934574881;184,296745671;151,308853343;174,696778331;64,595421349;81,047804342;66,612930621;137,530981311;127,559201308;129,781451011;87,002268158;84,463642262;90,056130041;98,722127945;87,956259559;94,131282267;137,530981311;;137,530981311;127,559201308;;127,559201308;129,781451011;129;129,781451011;151,597689508;;75,798844754;165,511446604;;82,755723302;156,669060662;78;78,334530331;18122;;;458,123280014;;152,707760005;396,288224807;;132,096074936;439,762635479;146;146,58754516;289,128670818;;96,376223606;293,070647913;;97,690215971;286,450511673;95;95,483503891;Polygon;17868;1;2551,32540432;573,117193408;197,177469322;839,591885007;525,443001559;0,277824953;0,564625958;0,224635083;0,243020786;0,15209005;17868;18122;747,251950832;;689,358872719;;726,213147152;121;0,158662457;0,176932523;0,162532919;0,30636784;0,373161217;0,323203418;0,347756974;0,277163687;0,337224441;0,176702576;0,190516077;0,187253868;0,174811591;0,180065701;0,168883617;18099,285714286;20314,642857143;18982
PAS DE CALAIS;CU d'Arras;HAUTS DE FRANCE;2967,060756498;126,930866875;118,428921849;123,438312522;Non;620410901;62041;62;200033579;50.2919150085, 2.78508019304;"{""type"": ""Polygon"", ""coordinates"": [[[2.781465713681077, 50.28776338318335], [2.78147532957663, 50.28780829377773], [2.781611138273554, 50.2884873245532], [2.781723114505373, 50.28916900594647], [2.78173524711784, 50.28928036320337], [2.782064256041159, 50.29098420099766], [2.782397572851321, 50.29266918635997], [2.78241664597551, 50.29279671683218], [2.782427541636676, 50.292870360968834], [2.782626580059624, 50.29286622282072], [2.783663011457953, 50.29631134890133], [2.783713889240386, 50.2965412904023], [2.783815064786937, 50.29648131125411], [2.784275895137705, 50.296226228397934], [2.784527273776829, 50.29611263977903], [2.784735024987668, 50.296040276044025], [2.786546964307012, 50.29525682902687], [2.787766710947566, 50.29438538699178], [2.788605586524422, 50.292871234899415], [2.789053462764086, 50.29201184758843], [2.788580965123981, 50.29037871674678], [2.78805088972445, 50.290119220462955], [2.787576749977033, 50.289890345732765], [2.785533380071448, 50.28890453859521], [2.78389046382361, 50.288347683128436], [2.781712712915557, 50.28768211464823], [2.781694405611591, 50.287702733254534], [2.781667732513361, 50.287713460457084], [2.781624215467358, 50.28773044290618], [2.78151338072515, 50.28775897834088], [2.781465713681077, 50.28776338318335]]]}";6204109;62041;62;32;620410901;Saint-Michel;Arras;PAS-DE-CALAIS;Saint-Michel;HAUTS-DE-FRANCE;;32;;;;;;Iris d'habitat;4995;357,826371285;178,913185643;;309,28110434;;154,64055217;344,975708405;172;172,487854202;98,722127945;;98,722127945;87,956259559;;87,956259559;94,131282267;94;94,131282267;763,407046405;247,951674242;1503,310923929;705,207237684;204,70889104;183,570635181;199,834076047;153,117480245;125,710469159;145,141632358;83,783188022;105,122674148;86,399988951;151,963461806;140,94524471;143,400696963;69,290052191;67,26824834;71,722198545;98,722127945;87,956259559;94,131282267;151,963461806;;151,963461806;140,94524471;;140,94524471;143,400696963;143;143,400696963;153,073240213;;76,536620107;172,390922488;;86,195461244;158,122187496;79;79,061093748;13468;;;456,54849923;;152,182833077;397,237363899;;132,412454633;439,106990672;146;146,368996891;305,036702019;;101,678900673;313,336167198;;104,445389066;301,522884458;100;100,507628153;Polygon;17868;1;2095,507001997;610,550858793;210,536949754;796,725097214;359,391295692;0,324796156;0,469102716;0,29136188;0,268523351;0,121127043;17868;13468;761,585201249;;710,573531097;;740,629875131;123;0,158662457;0,176932523;0,162532919;0,30636784;0,373161217;0,323203418;0,347756974;0,277163687;0,337224441;0,176702576;0,190516077;0,187253868;0,174811591;0,180065701;0,168883617;18099,285714286;20314,642857143;18982
PAS DE CALAIS;CU d'Arras;HAUTS DE FRANCE;2799,084493105;115,404628432;108,333831038;112,725554783;Non;620411001;62041;62;200033579;50.2839503347, 2.78479241102;"{""type"": ""Polygon"", ""coordinates"": [[[2.791279821972803, 50.28572067639084], [2.79126888162657, 50.28565511312191], [2.791024993266738, 50.28498937546863], [2.790981767328772, 50.28493722546851], [2.78870825091153, 50.28255308027977], [2.786011864865361, 50.280481511508086], [2.785469295590272, 50.280221978724974], [2.784604974310442, 50.28082833548128], [2.782429509665074, 50.280681750854534], [2.781068741007676, 50.28072513261974], [2.780610495181711, 50.28138246303664], [2.780501794580759, 50.281568130340695], [2.780383183207879, 50.28177712467633], [2.779991359246699, 50.28262312448357], [2.779926295984851, 50.28276217926752], [2.779813175102318, 50.28299632307983], [2.779637935580781, 50.28333630507373], [2.779567367007444, 50.28345200491022], [2.779536358830367, 50.283493251747224], [2.779437987183324, 50.28355772280674], [2.779369175431889, 50.283591718921976], [2.779280765155764, 50.283621190516854], [2.779171378570267, 50.28364074782479], [2.779050801202383, 50.28365579559166], [2.779161361848372, 50.283688317302875], [2.779343294423933, 50.28374251574953], [2.779040279940033, 50.28413973173777], [2.779019146695551, 50.28416573223126], [2.778583908621597, 50.2846758419431], [2.778875936033677, 50.284870307195455], [2.779070233529705, 50.284981992099596], [2.780987799855986, 50.28582851831233], [2.783477442972415, 50.28678062209692], [2.78524251187202, 50.28743511630161], [2.786258292407759, 50.287159439899476], [2.790678031803958, 50.2858678047794], [2.791279821972803, 50.28572067639084]]]}";6204110;62041;62;32;620411001;Ronville;Arras;PAS-DE-CALAIS;Ronville;HAUTS-DE-FRANCE;;32;;;;;;Iris d'habitat;4995;291,573134444;145,786567222;;249,812075188;;124,906037594;280,278864732;140;140,139432366;98,722127945;;98,722127945;87,956259559;;87,956259559;94,131282267;94;94,131282267;730,73153269;159,650772593;1424,387393886;671,474566249;137,701604529;123,482526237;134,422460946;153,871529915;126,329548951;145,856403786;84,114109723;105,537881244;86,741246332;114,481030479;106,180503285;108,030307842;103,537368003;100,516266953;107,171627527;98,722127945;87,956259559;94,131282267;114,481030479;;114,481030479;106,180503285;;106,180503285;108,030307842;108;108,030307842;187,651477726;;93,825738863;206,054148197;;103,027074098;193,912873859;96;96,956436929;22420;;;390,295262389;;130,098420796;337,768334747;;112,589444916;374,410147;124;124,803382333;302,132508205;;100,710836068;312,234651482;;104,078217161;301,943181701;100;100,647727234;Polygon;17868;1;1962,79731326;574,143108059;69,590232756;566,229403885;506,621195639;0,218480749;0,471412882;0,292512683;0,20229093;0,180995321;17868;22420;692,427770594;;650,002986229;;676,353328701;112;0,158662457;0,176932523;0,162532919;0,30636784;0,373161217;0,323203418;0,347756974;0,277163687;0,337224441;0,176702576;0,190516077;0,187253868;0,174811591;0,180065701;0,168883617;18099,285714286;20314,642857143;18982
PAS DE CALAIS;CU d'Arras;HAUTS DE FRANCE;2780,750193163;105,8281185;100,532931955;103,374227728;Non;620410201;62041;62;200033579;50.3040304121, 2.73588601678;"{""type"": ""Polygon"", ""coordinates"": [[[2.727696189165867, 50.29663049692886], [2.727307701343922, 50.29667273550943], [2.727105738448068, 50.29669563297585], [2.726359504143852, 50.2967972328068], [2.725784622412887, 50.29838516901851], [2.725676472166056, 50.298683915676364], [2.725077298159547, 50.30034900628373], [2.725420759018875, 50.301118337360236], [2.725517032759667, 50.30120115454768], [2.72727860995846, 50.303367996877626], [2.729328097639471, 50.30610175131542], [2.729986668367309, 50.306839664293946], [2.730115575185429, 50.30778135332639], [2.730091408402245, 50.30862302022809], [2.729537779956647, 50.3100350171399], [2.729443089955986, 50.31043794189177], [2.72963072156965, 50.31048324569838], [2.72989288170799, 50.310487411635684], [2.730371375607724, 50.31041303990948], [2.735433824638714, 50.310207625375405], [2.737720176744771, 50.31027895038893], [2.739993009020719, 50.310254135096656], [2.740223000709894, 50.310242947875516], [2.740925804961416, 50.31016810973346], [2.74122905488399, 50.3100879404817], [2.741410889426954, 50.31003490018002], [2.741544995412849, 50.30999343155844], [2.741623664263857, 50.30996306969897], [2.741738858750723, 50.30991841877573], [2.741897602486626, 50.30985679985089], [2.742024044637488, 50.30980588728263], [2.742112613975284, 50.30975848675786], [2.742223743425577, 50.309685993662825], [2.742316770023404, 50.309589220802444], [2.742414038858614, 50.30948527395727], [2.742479262508798, 50.309341754884336], [2.742503818831096, 50.309199946520614], [2.742497375793969, 50.30908860015737], [2.744177167334072, 50.3076152053232], [2.747252070507506, 50.305062609686864], [2.747891930753545, 50.30466168246135], [2.747782705940413, 50.30463721707848], [2.747081609675174, 50.3043879738013], [2.746349990261365, 50.30407671185109], [2.746057702028958, 50.303936943064734], [2.74573895642092, 50.30376210274642], [2.745421714286201, 50.30356751190149], [2.745563082657016, 50.30026728951438], [2.745368054140961, 50.30002536330956], [2.745088485655218, 50.29959201827235], [2.744905463718165, 50.2991938886262], [2.744840470834454, 50.29901777389791], [2.7447852903498, 50.29884167940703], [2.744713726271943, 50.29885679482334], [2.744636446526601, 50.29889344696321], [2.744604034960775, 50.29892749844199], [2.742484826041601, 50.29943935822682], [2.739796311918487, 50.29998050813563], [2.739528302547175, 50.300033813593906], [2.739330449064004, 50.30007379897167], [2.736112027928938, 50.300743486882986], [2.733749522656589, 50.301240757780654], [2.733474732670703, 50.301248244712184], [2.73318791871914, 50.30114347299142], [2.732996843215532, 50.30095989661324], [2.732141193667332, 50.29921350324116], [2.731381336014154, 50.29765226771111], [2.731348048763103, 50.297585753486295], [2.731042918116483, 50.29697633834223], [2.729794352810509, 50.296128719706495], [2.729477094506293, 50.29621960582782], [2.729427965306391, 50.29623296593485], [2.728957730115005, 50.29636032718385], [2.728842632236505, 50.296390601367705], [2.728239146530614, 50.29653472604615], [2.727696189165867, 50.29663049692886]]]}";6204102;62041;62;32;620410201;Saint-Pol 1;Arras;PAS-DE-CALAIS;Saint-Pol 1;HAUTS-DE-FRANCE;;32;;;;;;Iris d'habitat;4995;286,094587652;143,047293826;;248,397806783;;124,198903391;276,237029787;138;138,118514894;98,722127945;;98,722127945;87,956259559;;87,956259559;94,131282267;94;94,131282267;715,929175917;202,667970879;1103,97468166;364,183193329;178,418910361;159,995359932;174,17014923;107,675677291;88,402446851;102,066880557;98,985003217;124,196375006;102,076602552;94,836412402;87,960231983;89,492615358;56,330579787;54,686918401;58,307836404;98,722127945;87,956259559;94,131282267;94,836412402;;94,836412402;87,960231983;;87,960231983;89,492615358;89;89,492615358;155,315583004;;77,657791502;178,883293407;;89,441646703;160,384438956;80;80,192219478;9266;;;384,816715597;;128,272238532;336,354066342;;112,118022114;370,368312055;123;123,456104018;250,151995406;;83,383998469;266,84352539;;88,947841797;249,877054314;83;83,292351438;Polygon;17868;1;1722,975210633;593,095022264;344,475864928;465,993621972;273,827098042;0,283083827;0,329883646;0,344227252;0,167578383;0,098472383;17868;9266;634,968711003;;603,197591732;;620,245366369;103;0,158662457;0,176932523;0,162532919;0,30636784;0,373161217;0,323203418;0,347756974;0,277163687;0,337224441;0,176702576;0,190516077;0,187253868;0,174811591;0,180065701;0,168883617;18099,285714286;20314,642857143;18982
